spider,date_collected,time_collected,treatment1,treatment2,tub,container,date_added,temperature_F,sky,location,noise_location,last_fed,mass_g,mass_mg,sex,adult,molt1,molt2,molt3,molt4,lastmolt,released,died_yn,died,eggs_yn,eggs,eggs_2,longitude,latitude,visible,mapped,web_photo,spider_photo,vibr_sec,web_height_cm,sub_height_cm,place,collection_mass_mg,substrate,Notes,line_date1,silk_date1,line_mass1,silkline_mass1,silk_mass1,tb1date,tb_1,tb2date,tb_2,tb3date,tb_3,tb4date,tb_4,tb5date,tb_5,tb6date,tb_6,tb7date,tb_7,tb8date,tb_8,tb9date,tb_9,tb10date,tb_10,tb11date,tb_11,tb12date,tb_12,prey1date,prey_1,prey2date,prey_2,prey3date,prey_3,prey4date,prey_4,prey5date,prey_5,prey6date,prey_6,prey7date,prey_7,prey8date,prey_8,prey9date,prey_9,prey10date,prey_10,prey11date,prey_11,prey12date,prey_12,line_date_before,silk_date_before,line_mass_before,silkline_mass_before,silk_mass_before,line_date_bs,silk_date_bs,line_mass_bs,silkline_mass_bs,silk_mass_bs,line_date_as,silk_date_as,line_mass_as,silkline_mass_as,silk_mass_as,line_date_original,silk_date_original,line_mass_original,silkline_mass_original,silk_mass_original
AP149,7/14/21,08:14,loud,quiet,9,3,7/24/21,75,rainy,gracies,rural,9/2/21,,,M,TRUE,7/24/21,8/28/21,,,8/28/21,n,y,10/9/21,n,,,40.662546,-96.780486,TRUE,TRUE,TRUE,TRUE,9,6,28,outside,46.6,"Paneling, metal gutter","2 legs missing at collection, substrate height is relative since it was a house",9/4/21,9/7/21,14.99,17.78,2.79,9/4/21,2.29,9/7/21,0.85,9/11/21,6,9/14/21,0.59,9/18/21,3,9/21/21,6.1,9/25/21,30,9/28/21,30,10/2/21,0.53,10/5/21,30,10/9/21,,10/12/21,,9/5/21,0.65,9/8/21,1.09,9/12/21,1,9/15/21,12.69,9/19/21,0.84,9/22/21,12.88,9/26/21,0.78,9/29/21,5.75,10/3/21,1.66,10/6/21,1.06,10/10/21,,10/13/21,,9/4/21,9/7/21,14.99,17.78,2.79,9/24/21,9/28/21,15.312,19.913,4.6010,10/15/21,10/19/21,15.164,17.123,1.959,11/10/21,11/15/21,15.041,15.535,0.494
AP150,7/14/21,08:21,silent,silent,11,4,7/24/21,75,rainy,gracies,rural,9/2/21,,,M,TRUE,7/20/21,8/12/21,9/5/21,,9/5/21,n,y,9/11/21,n,,,40.662624,-96.78042,TRUE,TRUE,TRUE,TRUE,15,6,8,outside,38.6,Grass,,9/4/21,9/7/21,15.36,21.65,6.29,9/4/21,30,9/7/21,0.69,9/11/21,,9/14/21,,9/18/21,,9/21/21,,9/25/21,,9/28/21,,10/2/21,,10/5/21,,10/9/21,,10/12/21,,9/5/21,1.38,9/8/21,0.93,9/12/21,,9/15/21,,9/19/21,,9/22/21,,9/26/21,,9/29/21,,10/3/21,,10/6/21,,10/10/21,,10/13/21,,9/4/21,9/7/21,15.36,21.65,6.29,9/24/21,9/28/21,15.180,17.102,1.9220,10/15/21,,15.515,,-15.515,11/11/21,11/15/21,15.086,16.064,0.978
AP151,7/14/21,08:26,loud,loud,14,3,7/24/21,75,rainy,gracies,rural,9/2/21,0.1369,136.9,F,FALSE,7/24/21,8/19/21,,,8/19/21,n,n,,n,,,40.662594,-96.780579,TRUE,TRUE,TRUE,TRUE,3,19,152,outside,49.5,Maule's Quince,2 legs missing at collection,9/4/21,9/7/21,15.68,22.36,6.68,9/4/21,0.47,9/7/21,0.53,9/11/21,0.5,9/14/21,0.66,9/18/21,2.13,9/21/21,0.69,9/25/21,1.75,9/28/21,0.72,10/2/21,1,10/5/21,4.59,10/9/21,0.4,10/12/21,0.41,9/5/21,23.06,9/8/21,0.59,9/12/21,6.41,9/15/21,5.25,9/19/21,2.75,9/22/21,7.37,9/26/21,29.28,9/29/21,5.29,10/3/21,9.41,10/6/21,3.06,10/10/21,0.91,10/13/21,0.56,9/4/21,9/7/21,15.68,22.36,6.68,9/24/21,9/28/21,15.190,18.830,3.6400,10/15/21,10/19/21,14.831,20.301,5.470,11/11/21,11/15/21,15.710,16.751,1.041
AP152,7/14/21,08:47,quiet,quiet,16,7,7/24/21,75,rainy,gracies,rural,9/2/21,0.0903,90.3,F,FALSE,8/9/21,9/1/21,,,9/1/21,n,n,,y,10/14/21,,40.662703,-96.780558,TRUE,TRUE,TRUE,TRUE,3,5,12,outside,22.1,Clover,,9/5/21,9/8/21,14.62,20.23,5.61,9/5/21,0.28,9/8/21,0.68,9/12/21,0.38,9/15/21,0.53,9/19/21,0.53,9/22/21,0.6,9/26/21,0.87,9/29/21,0.32,10/4/21,0.53,10/6/21,0.47,10/10/21,0.37,10/13/21,0.56,9/6/21,1.65,9/9/21,29.38,9/13/21,0.94,9/16/21,0.9,9/20/21,0.69,9/23/21,1.79,9/27/21,0.59,9/30/21,1.09,10/3/21,0.54,10/7/21,0.56,10/11/21,1.06,10/14/21,7.16,9/5/21,9/8/21,14.62,20.23,5.61,9/24/21,9/29/21,15.333,18.898,3.5650,10/15/21,10/20/21,15.299,20.359,5.060,11/11/21,11/15/21,15.013,15.834,0.821
AP153,7/14/21,08:50,loud,quiet,17,2,7/24/21,75,rainy,gracies,rural,9/2/21,0.0838,83.8,F,FALSE,8/9/21,9/5/21,,,9/5/21,y,n,,n,,,40.662703,-96.780558,TRUE,TRUE,TRUE,TRUE,19,2,5,outside,19.8,Clover,,9/5/21,9/8/21,15.44,20.88,5.44,9/5/21,0.6,9/8/21,0.63,9/12/21,0.48,9/15/21,1.13,9/19/21,0.5,9/22/21,0.97,9/26/21,0.56,9/29/21,0.56,10/4/21,2.72,10/6/21,30,10/10/21,1.15,10/13/21,0.53,9/6/21,0.61,9/9/21,0.69,9/13/21,1.29,9/16/21,10.72,9/20/21,6.03,9/23/21,6.93,9/27/21,5.47,9/30/21,0.78,10/3/21,10.29,10/7/21,3.4,10/11/21,1.1,10/14/21,0.85,9/5/21,9/8/21,15.44,20.88,5.44,9/24/21,9/29/21,15.415,20.314,4.8990,10/15/21,10/20/21,15.049,19.775,4.726,11/11/21,11/15/21,15.281,15.746,0.465
AP154,7/14/21,08:59,quiet,quiet,19,3,7/24/21,75,rainy,gracies,rural,9/2/21,0.0823,82.3,F,FALSE,7/23/21,8/9/21,9/6/21,,9/6/21,n,n,,n,,,40.662703,-96.780558,TRUE,TRUE,TRUE,TRUE,2,4,7,outside,20.6,"Clover, pine litter",,9/5/21,9/8/21,14.76,19.87,5.11,9/5/21,28.59,9/8/21,1.5,9/12/21,0.91,9/15/21,1.69,9/19/21,0.5,9/22/21,0.53,9/26/21,0.41,9/29/21,0.34,10/4/21,7.07,10/6/21,4.97,10/10/21,3.68,10/13/21,1.07,9/6/21,30,9/9/21,0.88,9/13/21,0.72,9/16/21,0.72,9/20/21,0.78,9/23/21,0.53,9/27/21,0.78,9/30/21,0.75,10/3/21,24.34,10/7/21,8.66,10/11/21,4.37,10/14/21,1,9/5/21,9/8/21,14.76,19.87,5.11,9/24/21,9/29/21,14.931,19.285,4.3540,10/15/21,10/20/21,14.684,17.206,2.522,11/11/21,11/15/21,15.171,15.770,0.599
AP155,7/14/21,09:04,loud,loud,22,3,7/24/21,75,rainy,gracies,rural,9/2/21,0.0742,74.2,F,FALSE,7/20/21,8/6/21,8/28/21,,8/28/21,n,n,,n,,,40.662703,-96.780558,TRUE,TRUE,TRUE,TRUE,no reaction,4,5,outside,9.9,"Clover, pine litter",,9/5/21,9/8/21,15.04,19.09,4.05,9/5/21,2.56,9/8/21,1.31,9/12/21,5.22,9/15/21,6.19,9/19/21,1.03,9/22/21,0.66,9/26/21,2.41,9/29/21,2.75,10/3/21,2.09,10/6/21,5.32,10/10/21,17.56,10/13/21,5.78,9/6/21,17.84,9/9/21,29.19,9/13/21,5.19,9/16/21,8.31,9/20/21,15.59,9/23/21,30,9/27/21,3.94,9/30/21,0.75,10/4/21,3.78,10/7/21,2.75,10/11/21,25.47,10/14/21,24.47,9/5/21,9/8/21,15.04,19.09,4.05,9/24/21,9/29/21,15.182,22.243,7.0610,10/15/21,10/20/21,15.280,23.354,8.074,11/11/21,11/15/21,15.388,15.672,0.284
AP156,7/14/21,09:10,silent,silent,24,9,7/24/21,75,rainy,gracies,rural,9/2/21,0.1241,124.1,F,FALSE,8/9/21,9/1/21,,,9/1/21,n,n,,n,,,40.662703,-96.780558,TRUE,TRUE,TRUE,TRUE,no reaction,3,4,outside,25.2,"Clover, pine litter",,9/5/21,9/8/21,15.02,19.83,4.81,9/5/21,0.28,9/8/21,0.5,9/12/21,0.5,9/15/21,1.13,9/19/21,0.56,9/22/21,0.5,9/26/21,1.09,9/29/21,0.38,10/3/21,0.59,10/6/21,10.25,10/10/21,1.13,10/13/21,30,9/6/21,0.69,9/9/21,2.94,9/13/21,1.47,9/16/21,0.69,9/20/21,0.72,9/23/21,0.68,9/27/21,0.72,9/30/21,0.63,10/4/21,1,10/7/21,5.5,10/11/21,30,10/14/21,6.97,9/5/21,9/8/21,15.02,19.83,4.81,9/24/21,9/29/21,15.149,18.540,3.3910,10/15/21,10/20/21,15.031,19.991,4.960,11/11/21,11/15/21,15.354,16.100,0.746
AP157,7/14/21,09:27,loud,loud,25,9,7/24/21,75,rainy,gracies,rural,9/2/21,0.0941,94.1,F,FALSE,7/20/21,8/12/21,9/5/21,,9/5/21,n,n,,n,,,40.662703,-96.780558,TRUE,TRUE,TRUE,TRUE,3,3,8,outside,19.3,Grass,,9/5/21,9/8/21,14.87,21.09,6.22,9/5/21,30,9/8/21,0.38,9/12/21,0.66,9/15/21,0.6,9/19/21,0.44,9/22/21,0.78,9/26/21,0.72,9/29/21,0.41,10/3/21,0.75,10/6/21,0.37,10/10/21,0.72,10/13/21,0.66,9/6/21,0.75,9/9/21,0.88,9/13/21,5.63,9/16/21,0.68,9/20/21,0.68,9/23/21,0.75,9/27/21,1.18,9/30/21,0.72,10/4/21,0.62,10/7/21,0.89,10/11/21,1.07,10/14/21,7.94,9/5/21,9/8/21,14.87,21.09,6.22,9/24/21,9/29/21,15.306,18.838,3.5320,10/15/21,10/20/21,14.541,22.298,7.757,11/11/21,11/15/21,15.077,15.373,0.296
AP158,7/14/21,09:35,silent,silent,2,1,7/24/21,75,rainy,gracies,rural,9/2/21,0.0605,60.5,M,TRUE,7/15/21,8/12/21,9/5/21,,9/5/21,n,y,10/16/21,n,,,40.662703,-96.780558,TRUE,TRUE,TRUE,TRUE,no reaction,2,5,outside,19.7,"Grass, pine litter",,9/4/21,9/7/21,15.16,23.07,7.91,9/4/21,30,9/7/21,0.28,9/11/21,3.75,9/14/21,1.13,9/18/21,8.25,9/21/21,1.75,9/25/21,26.1,9/28/21,5.25,10/2/21,30,10/5/21,30,10/9/21,30,10/12/21,30,9/5/21,6.04,9/8/21,0.72,9/12/21,1.47,9/15/21,1.22,9/19/21,1.78,9/22/21,30,9/26/21,30,9/29/21,5.75,10/3/21,2.03,10/6/21,8.57,10/10/21,11.03,10/13/21,30,9/4/21,9/7/21,15.16,23.07,7.91,9/24/21,9/28/21,14.944,18.306,3.3620,10/15/21,10/19/21,15.320,16.499,1.179,11/11/21,11/15/21,15.095,15.674,0.579
AP159,7/14/21,09:44,loud,loud,4,4,7/24/21,75,rainy,gracies,rural,9/2/21,0.0923,92.3,F,FALSE,7/23/21,8/23/21,,,8/23/21,n,n,,n,,,40.663216,-96.78012,TRUE,TRUE,TRUE,TRUE,3,2,11,outside,27.7,Grass,,9/4/21,9/7/21,15.03,19.54,4.51,9/4/21,1,9/7/21,0.34,9/11/21,0.53,9/14/21,0.63,9/18/21,1.43,9/21/21,7.78,9/25/21,0.5,9/28/21,0.46,10/2/21,8.31,10/5/21,13.75,10/9/21,30,10/12/21,30,9/5/21,0.93,9/8/21,0.85,9/12/21,1.03,9/15/21,1.06,9/19/21,2.1,9/22/21,14.28,9/26/21,0.75,9/29/21,0.78,10/3/21,0.78,10/6/21,30,10/10/21,0.88,10/13/21,14.67,9/4/21,9/7/21,15.03,19.54,4.51,9/24/21,9/28/21,15.020,22.735,7.7150,10/15/21,10/19/21,15.416,18.825,3.409,11/11/21,11/15/21,15.409,15.890,0.481
AP160,7/14/21,09:47,quiet,quiet,5,5,7/24/21,75,rainy,gracies,rural,9/2/21,0.0946,94.6,F,FALSE,7/20/21,8/15/21,,,8/15/21,n,n,,n,,,40.663216,-96.78012,TRUE,TRUE,TRUE,TRUE,5,5,14,outside,20.8,Grass,,9/4/21,9/7/21,15.07,20.64,5.57,9/4/21,1.29,9/7/21,3.31,9/11/21,0.97,9/14/21,16.25,9/18/21,4.38,9/21/21,1.91,9/25/21,0.97,9/28/21,2.07,10/2/21,30,10/5/21,30,10/9/21,0.81,10/12/21,30,9/5/21,30,9/8/21,30,9/12/21,4.06,9/15/21,30,9/19/21,0.87,9/22/21,0.59,9/26/21,30,9/29/21,2.75,10/3/21,30,10/6/21,30,10/10/21,30,10/13/21,30,9/4/21,9/7/21,15.07,20.64,5.57,9/24/21,9/28/21,14.942,15.602,0.6600,10/15/21,10/19/21,14.802,14.809,0.007,11/11/21,11/15/21,15.648,16.265,0.617
AP161,7/14/21,09:49,loud,quiet,7,9,7/25/21,75,rainy,gracies,rural,9/2/21,,,,FALSE,7/23/21,7/31/21,8/23/21,,8/23/21,n,y,9/14/21,n,,,40.663216,-96.78012,TRUE,TRUE,TRUE,TRUE,2,9,16,outside,36.7,Grass,,9/4/21,9/7/21,14.96,21.96,7,9/4/21,2.88,9/7/21,30,9/11/21,7.25,9/14/21,,9/18/21,,9/21/21,,9/25/21,,9/28/21,,10/2/21,,10/5/21,,10/9/21,,10/12/21,,9/5/21,1.93,9/8/21,1.32,9/12/21,30,9/15/21,,9/19/21,,9/22/21,,9/26/21,,9/29/21,,10/3/21,,10/6/21,,10/10/21,,10/13/21,,9/4/21,9/7/21,14.96,21.96,7.00,9/24/21,,15.402,,-15.4020,,,,,0.000,11/11/21,11/15/21,14.915,15.996,1.081
AP162,7/15/21,07:20,silent,silent,17,7,7/25/21,68,cloudy,campus,city,9/2/21,0.0783,78.3,M,TRUE,8/9/21,9/5/21,,,9/5/21,n,n,,n,,,40.8190634,-96.7042572,TRUE,TRUE,TRUE,TRUE,3,16,23,outside,35.1,Juniper,,9/5/21,9/8/21,14.78,18.76,3.98,9/5/21,1.53,9/8/21,0.44,9/12/21,0.72,9/15/21,1.25,9/19/21,2.28,9/22/21,1.53,9/26/21,4.43,9/29/21,0.91,10/4/21,0.75,10/6/21,6.19,10/10/21,2.41,10/13/21,14,9/6/21,30,9/9/21,1.03,9/13/21,5.96,9/16/21,1.19,9/20/21,6.38,9/23/21,30,9/27/21,9.4,9/30/21,19.1,10/3/21,8.75,10/7/21,1.87,10/11/21,1.41,10/14/21,4.37,9/5/21,9/8/21,14.78,18.76,3.98,9/24/21,9/29/21,15.296,15.868,0.5720,10/15/21,10/20/21,14.884,17.796,2.912,11/11/21,11/15/21,15.355,16.199,0.844
AP163,7/15/21,07:25,loud,loud,19,8,7/25/21,68,cloudy,campus,city,9/2/21,,,M,TRUE,7/23/21,8/19/21,,,8/19/21,n,y,9/29/21,n,,,40.8190634,-96.7042572,TRUE,TRUE,TRUE,TRUE,3,4,20,outside,31.7,Juniper,,9/5/21,9/8/21,15.42,21.81,6.39,9/5/21,30,9/8/21,30,9/12/21,30,9/15/21,30,9/19/21,30,9/22/21,30,9/26/21,30,9/29/21,,10/4/21,,10/6/21,,10/10/21,,10/13/21,,9/6/21,1.12,9/9/21,5.35,9/13/21,0.82,9/16/21,30,9/20/21,30,9/23/21,1.94,9/27/21,30,9/30/21,,10/3/21,,10/7/21,,10/11/21,,10/14/21,,9/5/21,9/8/21,15.42,21.81,6.39,9/24/21,9/29/21,15.451,20.159,4.7080,10/15/21,,15.210,,-15.210,11/11/21,11/15/21,15.221,15.991,0.770
AP164,7/15/21,07:29,quiet,quiet,22,4,7/25/21,68,cloudy,campus,city,9/2/21,0.0559,55.9,M,TRUE,8/3/21,8/19/21,9/8/21,,9/8/21,n,n,,n,,,40.8190634,-96.7042572,TRUE,TRUE,TRUE,TRUE,4,7,13,outside,9.4,Juniper,,9/5/21,9/8/21,14.69,21.02,6.33,9/5/21,30,9/8/21,11.97,9/12/21,3.07,9/15/21,30,9/19/21,30,9/22/21,30,9/26/21,30,9/29/21,30,10/3/21,30,10/6/21,30,10/10/21,30,10/13/21,30,9/6/21,30,9/9/21,12.65,9/13/21,4.22,9/16/21,0.87,9/20/21,1.41,9/23/21,10.87,9/27/21,17.97,9/30/21,20.85,10/4/21,0.91,10/7/21,30,10/11/21,2.12,10/14/21,11.49,9/5/21,9/8/21,14.69,21.02,6.33,9/24/21,9/29/21,15.117,17.589,2.4720,10/15/21,10/20/21,14.812,17.435,2.623,11/11/21,11/15/21,14.730,15.373,0.643
AP165,7/15/21,07:33,loud,loud,24,5,7/25/21,68,cloudy,campus,city,9/2/21,,,M,FALSE,7/23/21,,,,7/23/21,n,y,8/31/21,n,,,40.8190634,-96.7042572,TRUE,TRUE,TRUE,TRUE,2,16,18,outside,46.4,Juniper,,9/5/21,9/8/21,14.75,17.5,2.75,9/5/21,,9/8/21,,9/12/21,,9/15/21,,9/19/21,,9/22/21,,9/26/21,,9/29/21,,10/3/21,,10/6/21,,10/10/21,,10/13/21,,9/6/21,,9/9/21,,9/13/21,,9/16/21,,9/20/21,,9/23/21,,9/27/21,,9/30/21,,10/4/21,,10/7/21,,10/11/21,,10/14/21,,9/5/21,9/8/21,14.75,17.50,2.75,9/24/21,,14.746,,-14.7460,,,,,0.000,11/11/21,11/15/21,15.219,15.693,0.474
AP166,7/15/21,07:39,,,,,,68,cloudy,campus,city,9/2/21,,,,FALSE,,,,,,n,y,7/20/21,n,,,40.8190634,-96.7042572,TRUE,TRUE,TRUE,TRUE,2,18,21,outside,19.9,Juniper,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.0000,,,,,0.000,11/11/21,11/15/21,15.291,15.433,0.142
AP167,7/15/21,07:42,loud,quiet,1,7,7/25/21,68,cloudy,campus,city,9/2/21,0.074,74,F,FALSE,8/3/21,8/23/21,8/31/21,,8/31/21,y,n,,n,,,40.8190634,-96.7042572,TRUE,TRUE,TRUE,TRUE,2,16,21,outside,9.8,Juniper,,9/4/21,9/7/21,15.38,16.82,1.44,9/4/21,1,9/7/21,1.31,9/11/21,10.66,9/14/21,0.84,9/18/21,2.53,9/21/21,0.28,9/25/21,3.78,9/28/21,4.09,10/2/21,1.12,10/5/21,0.62,10/9/21,21,10/12/21,5.72,9/5/21,15.66,9/8/21,1.72,9/12/21,0.62,9/15/21,4.41,9/19/21,9.47,9/22/21,0.68,9/26/21,2,9/29/21,12.37,10/3/21,8.75,10/6/21,11.41,10/10/21,5.65,10/13/21,12.62,9/4/21,9/7/21,15.38,16.82,1.44,9/24/21,9/28/21,15.198,19.348,4.1500,10/15/21,10/19/21,14.769,20.263,5.494,11/11/21,11/15/21,15.273,15.775,0.502
AP168,7/15/21,07:55,silent,silent,8,7,7/25/21,69,cloudy,campus,city,9/2/21,0.061,61,M,TRUE,8/6/21,8/28/21,,,8/28/21,n,y,10/16/21,n,,,40.819096,-96.704063,TRUE,TRUE,TRUE,TRUE,2,21,64,outside,33,"Japanese meadowsweet, vine",,9/4/21,9/7/21,15.49,19.52,4.03,9/4/21,0.65,9/7/21,0.5,9/11/21,9.87,9/14/21,0.78,9/18/21,13.85,9/21/21,0.81,9/25/21,1.59,9/28/21,0.53,10/2/21,30,10/5/21,30,10/9/21,19.65,10/12/21,30,9/5/21,30,9/8/21,0.63,9/12/21,1.06,9/15/21,0.75,9/19/21,1.28,9/22/21,9.78,9/26/21,5.82,9/29/21,11.47,10/3/21,7.59,10/6/21,30,10/10/21,2.94,10/13/21,0.82,9/4/21,9/7/21,15.49,19.52,4.03,9/24/21,9/28/21,14.966,19.335,4.3690,10/15/21,10/19/21,15.321,16.787,1.466,11/11/21,11/15/21,15.068,16.714,1.646
AP169,7/15/21,07:57,loud,loud,6,5,7/25/21,69,cloudy,campus,city,9/2/21,,,M,TRUE,7/25/21,8/28/21,,,8/28/21,n,y,10/12/21,n,,,40.819096,-96.704063,TRUE,TRUE,TRUE,TRUE,5,17,42,outside,36.3,Japanese meadowsweet,,9/4/21,9/7/21,14.89,23.27,8.38,9/4/21,1.65,9/7/21,1.33,9/11/21,30,9/14/21,30,9/18/21,22.53,9/21/21,30,9/25/21,30,9/28/21,30,10/2/21,30,10/5/21,30,10/9/21,30,10/12/21,,9/5/21,0.84,9/8/21,1.31,9/12/21,1.4,9/15/21,3.1,9/19/21,30,9/22/21,22.63,9/26/21,30,9/29/21,30,10/3/21,16.25,10/6/21,30,10/10/21,30,10/13/21,,9/4/21,9/7/21,14.89,23.27,8.38,9/24/21,9/28/21,14.815,19.051,4.2360,10/15/21,10/19/21,15.064,16.525,1.461,11/11/21,11/15/21,15.271,16.156,0.885
AP170,7/15/21,08:01,silent,silent,4,8,7/22/21,69,cloudy,campus,city,9/2/21,,,M,FALSE,8/15/21,,,,8/15/21,n,y,9/29/21,n,,,40.819096,-96.704063,TRUE,TRUE,TRUE,TRUE,2,33,63,outside,11.8,Japanese meadowsweet,,9/4/21,9/7/21,15.07,20.55,5.48,9/4/21,30,9/7/21,7.84,9/11/21,13.91,9/14/21,8.19,9/18/21,5.1,9/21/21,30,9/25/21,30,9/28/21,30,10/2/21,30,10/5/21,,10/9/21,,10/12/21,,9/5/21,30,9/8/21,30,9/12/21,2.57,9/15/21,30,9/19/21,1.41,9/22/21,29.94,9/26/21,30,9/29/21,30,10/3/21,,10/6/21,,10/10/21,,10/13/21,,9/4/21,9/7/21,15.07,20.55,5.48,9/24/21,9/28/21,15.308,16.482,1.1740,10/15/21,,14.996,,-14.996,11/11/21,11/15/21,15.158,15.476,0.318
AP171,7/15/21,08:02,loud,quiet,9,2,7/25/21,69,cloudy,campus,city,9/2/21,0.0931,93.1,F,FALSE,7/30/21,8/23/21,,,8/23/21,y,n,,n,,,40.819096,-96.704063,TRUE,TRUE,TRUE,TRUE,4,31,64,outside,21.3,Japanese meadowsweet,,9/4/21,9/7/21,15.06,21.6,6.54,9/4/21,1.34,9/7/21,0.47,9/11/21,1.13,9/14/21,0.5,9/18/21,0.43,9/21/21,0.41,9/25/21,0.38,9/28/21,0.32,10/2/21,0.41,10/5/21,0.31,10/9/21,0.37,10/12/21,6.25,9/5/21,1.31,9/8/21,0.63,9/12/21,4,9/15/21,3.31,9/19/21,2.28,9/22/21,0.63,9/26/21,0.54,9/29/21,0.65,10/3/21,0.82,10/6/21,0.63,10/10/21,1.66,10/13/21,0.53,9/4/21,9/7/21,15.06,21.60,6.54,9/24/21,9/28/21,15.395,23.376,7.9810,10/15/21,10/19/21,14.838,21.728,6.890,11/11/21,11/15/21,15.078,16.217,1.139
AP172,7/15/21,08:13,silent,silent,12,9,7/25/21,70,cloudy,campus,city,9/2/21,,,M,TRUE,8/9/21,9/2/21,,,9/2/21,n,y,10/13/21,n,,,40.819096,-96.704063,TRUE,TRUE,TRUE,TRUE,8,4,63,outside,22.7,"Woodchips, leaf litter, Japanese meadowsweet",,9/4/21,9/7/21,15.07,18.61,3.54,9/4/21,1.38,9/7/21,0.44,9/11/21,1.09,9/14/21,1.44,9/18/21,0.66,9/21/21,4.16,9/25/21,30,9/28/21,30,10/2/21,30,10/5/21,30,10/9/21,8.47,10/12/21,30,9/5/21,30,9/8/21,0.87,9/12/21,4.81,9/15/21,1.19,9/19/21,1.53,9/22/21,4.63,9/26/21,6.15,9/29/21,14.72,10/3/21,30,10/6/21,8.94,10/10/21,17.94,10/13/21,,9/4/21,9/7/21,15.07,18.61,3.54,9/24/21,9/28/21,15.307,19.367,4.0600,10/15/21,10/19/21,14.718,17.976,3.258,11/11/21,11/15/21,15.010,16.061,1.051
AP173,7/15/21,08:17,silent,silent,13,1,7/25/21,70,cloudy,campus,city,9/2/21,0.0698,69.8,M,TRUE,8/6/21,8/28/21,,,8/28/21,n,n,,n,,,40.819096,-96.704063,TRUE,TRUE,TRUE,TRUE,2,15,46,outside,27.9,Japanese meadowsweet,,9/4/21,9/7/21,15.19,18.39,3.2,9/4/21,0.4,9/7/21,3.78,9/11/21,2.4,9/14/21,2,9/18/21,15.72,9/21/21,1.1,9/25/21,2,9/28/21,0.66,10/2/21,21.06,10/5/21,2.94,10/9/21,0.53,10/12/21,3.34,9/5/21,0.53,9/8/21,0.72,9/12/21,2.47,9/15/21,26.15,9/19/21,7.81,9/22/21,5.38,9/26/21,1.87,9/29/21,2.47,10/3/21,8.1,10/6/21,0.84,10/10/21,1.53,10/13/21,1.94,9/4/21,9/7/21,15.19,18.39,3.20,9/24/21,9/28/21,15.239,18.903,3.6640,10/15/21,10/19/21,14.717,20.003,5.286,11/11/21,11/15/21,15.541,16.553,1.012
AP174,7/15/21,08:45,quiet,loud,15,6,7/25/21,72,cloudy,campus,city,9/2/21,0.0762,76.2,F,FALSE,8/6/21,8/31/21,,,8/31/21,y,n,,n,,,40.819092,-96.703073,TRUE,TRUE,TRUE,TRUE,1,14,30,outside,12.2,Wintercreeper,,9/4/21,9/7/21,14.5,18.89,4.39,9/4/21,6.26,9/7/21,0.57,9/11/21,0.81,9/14/21,0.5,9/18/21,0.62,9/21/21,0.38,9/25/21,0.28,9/28/21,5,10/2/21,3.56,10/5/21,6.5,10/9/21,0.35,10/12/21,0.5,9/5/21,0.66,9/8/21,0.81,9/12/21,1.09,9/15/21,5.81,9/19/21,1.21,9/22/21,0.63,9/26/21,17.62,9/29/21,3.34,10/3/21,0.75,10/6/21,0.6,10/10/21,0.88,10/13/21,8.08,9/4/21,9/7/21,14.50,18.89,4.39,9/24/21,9/28/21,15.275,20.812,5.5370,10/15/21,10/19/21,14.844,21.752,6.908,11/11/21,11/15/21,15.599,16.203,0.604
AP175,7/15/21,08:50,loud,loud,18,5,7/25/21,73,cloudy,campus,city,9/2/21,0.0929,92.9,M,TRUE,7/31/21,8/23/21,,,8/23/21,n,n,,n,,,40.819092,-96.703073,TRUE,TRUE,TRUE,TRUE,2,15,29,outside,54.5,Wintercreeper,,9/5/21,9/8/21,15.4,25.05,9.65,9/5/21,3.46,9/8/21,0.57,9/12/21,2.06,9/15/21,11.35,9/19/21,0.59,9/22/21,0.54,9/26/21,1.16,9/29/21,0.75,10/4/21,0.59,10/6/21,6.69,10/10/21,0.81,10/13/21,9.53,9/6/21,1.85,9/9/21,0.66,9/13/21,0.82,9/16/21,4.31,9/20/21,0.85,9/23/21,17.47,9/27/21,11.13,9/30/21,1.25,10/3/21,9.91,10/7/21,1.56,10/11/21,8.41,10/14/21,3.47,9/5/21,9/8/21,15.40,25.05,9.65,9/24/21,9/29/21,14.973,18.191,3.2180,10/15/21,10/20/21,15.297,17.592,2.295,11/11/21,11/15/21,15.035,15.787,0.752
